country,regime,seed,mean_gini,mean_unemployment,mean_protest_share,mean_redistribution,std_redistribution
Egypt,representative,1000,0.7689151476539053,0.0412375,0.0193,207.82430127130436,72.68251732501146
Egypt,representative,1001,0.7062541738542245,0.03243125,0.01614375,185.71326655161647,68.46250530686208
Egypt,representative,1002,0.7864908934746537,0.020218749999999997,0.0069500000000000004,34.00250845281297,23.754640060888132
Egypt,representative,1003,0.6811088270889917,0.0284125,0.01155,265.0664792826189,54.16727771130641
Egypt,representative,1004,0.7536780931625205,0.019687500000000004,0.007975,172.7894774146069,70.33170601034489
Egypt,representative,1005,0.8439697260016777,0.0354875,0.016506250000000004,286.25323948906583,71.72737824085706
Egypt,representative,1006,0.6868928997175433,0.016806250000000002,0.00415625,148.46982771206748,54.113612025351294
Egypt,representative,1007,0.8592028681764341,0.02601875,0.009356250000000002,155.06946172559677,40.55407482487883
Egypt,representative,1008,0.8361672191836753,0.0266625,0.012462500000000001,74.05403677034002,47.63528262193532
Egypt,representative,1009,0.8554971158423857,0.017350000000000004,0.00625,183.7792029393678,45.516486853589534
Egypt,representative,1010,0.6344947647504514,0.039831250000000006,0.014118750000000003,252.19816684563673,42.94061394992941
Egypt,representative,1011,0.7985942034614496,0.01055625,0.0038812500000000006,151.80917673972274,45.20395877462104
Egypt,representative,1012,0.7764318974846796,0.030143750000000004,0.01673125,122.97323487634647,56.397374094975305
Egypt,representative,1013,0.7605055586050022,0.0340625,0.011418750000000002,118.89926124438242,26.197918056819045
Egypt,representative,1014,0.7867629109009933,0.018887499999999998,0.007675,225.38936693838528,78.52840903868072
Egypt,representative,1015,0.7840603984330388,0.03176875,0.01640625,205.9052581458136,50.53275777352897
Egypt,representative,1016,0.8946007835524322,0.030218750000000006,0.011150000000000002,58.526623249723954,37.21945539878985
Egypt,representative,1017,0.7336369030254832,0.037325000000000004,0.015856250000000002,214.26955407367538,59.22187591202697
Egypt,representative,1018,0.8402853933555241,0.021175000000000003,0.00781875,46.797352769684764,23.172863312445415
Egypt,representative,1019,0.6285660318544168,0.020406250000000004,0.006381250000000001,132.2878707897262,39.22510256378328
Egypt,representative,1020,0.6861724570656698,0.02341875,0.008562499999999999,136.10103009984027,29.03721126128328
Egypt,representative,1021,0.7642452675354633,0.024443750000000004,0.008018750000000002,220.7330106597402,30.629305872441286
Egypt,representative,1022,0.7996327199834806,0.018356250000000005,0.00723125,103.88538642496503,16.246029449160755
Egypt,representative,1023,0.8079474125721609,0.035050000000000005,0.01760625,206.45942595913985,49.80528025840531
