country,regime,seed,mean_gini,mean_unemployment,mean_protest_share,mean_redistribution,std_redistribution
Korea,representative,1000,0.7898975809806751,0.08631875000000001,0.07408125,258.9987897882263,39.301759019766116
Korea,representative,1001,0.6615208575843076,0.034175000000000004,0.022243750000000003,245.12804687700475,28.786752242873323
Korea,representative,1002,0.7848923617651168,0.04259375000000001,0.045218749999999995,324.13666906367564,35.168669174287146
Korea,representative,1003,0.7648642929812478,0.030175,0.0147875,125.78083471613829,38.904363327988676
Korea,representative,1004,0.7682286378456854,0.01833125,0.007662500000000001,185.3108744196992,36.63024280863273
Korea,representative,1005,0.8511142777199739,0.04124375,0.021075,194.0109771020344,36.51421524978929
Korea,representative,1006,0.7340714974596197,0.0156875,0.006150000000000001,230.79164248422853,32.91964786533968
Korea,representative,1007,0.7830338047873872,0.03670625,0.02013125,130.01666051003454,39.12634144881425
Korea,representative,1008,0.7817441245870527,0.035062499999999996,0.02080625,260.2478868811432,36.264114619998175
Korea,representative,1009,0.9093199501206743,0.021306250000000002,0.027200000000000005,219.5454195494814,24.30921189958598
Korea,representative,1010,0.6786016058336639,0.052943750000000005,0.029056250000000006,213.8266607241604,31.55185873609724
Korea,representative,1011,0.6945320852770815,0.0095875,0.00469375,245.5741530422865,30.144887042605063
Korea,representative,1012,0.8275128293241152,0.030093750000000002,0.02221875,255.25191166407478,35.06417311060953
Korea,representative,1013,0.7826892520869564,0.03828125,0.022243750000000003,205.48735173538248,27.21944542433138
Korea,representative,1014,0.8514753996325041,0.016706250000000002,0.006625000000000001,225.31316401776152,36.59643796488509
Korea,representative,1015,0.6353682909697244,0.028275,0.0194,306.8768409895399,27.67183519833893
Korea,representative,1016,0.730513708726989,0.022056250000000003,0.00789375,230.86388562865184,33.73437397184793
Korea,representative,1017,0.8248298106385633,0.05694375,0.0297875,142.76719985175146,36.52318361253434
Korea,representative,1018,0.8451479529982983,0.02425625,0.01118125,184.52875709834308,40.93191022707752
Korea,representative,1019,0.7847363555405774,0.0170625,0.006875,122.54091526518256,32.88485500114419
Korea,representative,1020,0.7708960292772438,0.02283125,0.0116375,153.35672298673526,30.573070677615693
Korea,representative,1021,0.7793178379514898,0.026843750000000003,0.01119375,205.72032420686207,38.591068604993005
Korea,representative,1022,0.6963812647991768,0.01381875,0.005162500000000001,191.30198355577625,34.771901039166245
Korea,representative,1023,0.7902800504299372,0.051000000000000004,0.032525000000000005,195.5568506835827,29.024315982589748
Korea,representative,1024,0.7728465947351114,0.017650000000000002,0.0084625,238.81272157242907,34.09040630846792
Korea,captured,11000,0.7743574809664311,0.03136875,0.005218749999999999,111.97717710055473,30.996916985693986
Korea,captured,11001,0.6967757537374061,0.055987499999999996,0.014637500000000001,133.64497035842913,38.403781025332634
Korea,captured,11002,0.8700343342057454,0.014950000000000001,0.0036312500000000004,116.38635278239737,28.327511014490536
Korea,captured,11003,0.8934384374961426,0.0887125,0.029206250000000003,117.36786430007253,33.602094630559435
Korea,captured,11004,0.7733776006784371,0.024362500000000002,0.00420625,121.6506223103599,38.46932905782863
Korea,captured,11005,0.7953026046816258,0.018843750000000003,0.0024125,113.84629670186477,36.539436379225414
Korea,captured,11006,0.7699364924448565,0.016737500000000002,0.00374375,119.08119647372641,35.6101757777354
Korea,captured,11007,0.7448853507366026,0.0330625,0.0070125000000000005,87.94109156372726,26.323666568273772
Korea,captured,11008,0.8141609037988803,0.030625,0.006062500000000001,131.39957796978297,33.78340070677969
Korea,captured,11009,0.7627644269994512,0.016731250000000003,0.0025812499999999998,94.18655981077771,31.575237071048075
Korea,captured,11010,0.7670145289203367,0.0329375,0.007650000000000001,110.68686488829744,32.87253079979596
Korea,captured,11011,0.7839726000894447,0.026350000000000002,0.0044875,114.10134638480285,32.44051298838112
Korea,captured,11012,0.7360306782734176,0.019412500000000003,0.00499375,117.44440624814023,29.953444491506744
Korea,captured,11013,0.7726836713204079,0.014656250000000003,0.00251875,90.66788231704588,30.11510647885112
Korea,captured,11014,0.8006873017772493,0.026812500000000003,0.004956250000000001,110.67475054342103,34.105346355572294
Korea,captured,11015,0.796807522082673,0.026187500000000002,0.0041125,123.80411306882202,36.62587391697323
Korea,captured,11016,0.8203194756484732,0.01716875,0.0024375000000000004,114.5253847211356,34.58115852296825
Korea,captured,11017,0.7261808314444568,0.03425625,0.006775,124.88041999564291,36.099385546939885
Korea,captured,11018,0.8611123868950383,0.0187125,0.00316875,128.74693643390728,29.295828216912263
Korea,captured,11019,0.7429484652488756,0.015862499999999998,0.0030375,119.27329343330665,27.209577982392027
Korea,captured,11020,0.717764752294776,0.026562500000000003,0.0049625,114.99303392829668,33.37522347627646
Korea,captured,11021,0.7442002432709067,0.03135625,0.00773125,124.65025070022453,33.96725124860918
Korea,captured,11022,0.7274736197724642,0.052068750000000004,0.0091125,121.10433312969974,37.35610573274119
Korea,captured,11023,0.7551665518328143,0.01473125,0.00170625,92.32414792723284,34.5241757130963
Korea,captured,11024,0.8300465802189981,0.04176250000000001,0.0086875,124.15068600757287,36.86796704355354
Korea,dictatorship,21000,0.8191750381900849,0.031906250000000004,7.5e-05,140.32621987833525,42.58685147210412
Korea,dictatorship,21001,0.8061532706512922,0.016737500000000002,1.875e-05,113.59309768401472,36.84228605107672
Korea,dictatorship,21002,0.8139764250698284,0.023218750000000003,2.5e-05,105.79313664688868,35.37831225073451
Korea,dictatorship,21003,0.7258313340727964,0.027475000000000006,0.00015000000000000001,112.35327091082904,32.39491724980955
Korea,dictatorship,21004,0.8623221120892507,0.022943750000000006,0.00013125000000000002,113.38166397134415,28.056511402927462
Korea,dictatorship,21005,0.7745529312956666,0.02190625,9.375e-05,121.72268694125094,36.370117728383676
Korea,dictatorship,21006,0.8325058938511214,0.0433875,0.00021874999999999998,112.64262956573293,30.806223773490657
Korea,dictatorship,21007,0.8290900723486548,0.02931875,6.875e-05,118.63033114918107,31.661822316101873
Korea,dictatorship,21008,0.7821811860641357,0.044974999999999994,0.00025625,116.29329817396105,33.4978688131398
Korea,dictatorship,21009,0.7686328750280516,0.019443750000000003,2.5e-05,117.6046961993178,28.778862252842753
Korea,dictatorship,21010,0.8282747395234121,0.021125,8.750000000000001e-05,113.86144714168346,32.25854895559695
Korea,dictatorship,21011,0.802654595906844,0.025543750000000004,3.75e-05,139.50305524071658,33.90706262682595
Korea,dictatorship,21012,0.7473805356436343,0.026756250000000002,0.00013125000000000002,124.2918870199169,36.27473409592098
Korea,dictatorship,21013,0.827786594807042,0.03475625,0.000125,125.3230630473799,35.896976850222686
Korea,dictatorship,21014,0.7548706775742446,0.013975000000000001,6.25e-06,112.5352711385766,34.765647452097866
Korea,dictatorship,21015,0.8329942151204218,0.02979375,9.375e-05,96.42131143208343,33.09266358581488
Korea,dictatorship,21016,0.8352517766273274,0.021818749999999998,0.00015625,113.15563390057996,29.7108766150398
Korea,dictatorship,21017,0.8070134510881145,0.01909375,4.374999999999999e-05,96.35499237285309,33.70280840704651
Korea,dictatorship,21018,0.7634227740864741,0.022893750000000004,4.3750000000000006e-05,123.52748592295691,28.30729164932256
