,gdp_billions,unemployment_rate_pct,lfpr_pct,avg_hourly_earnings_nominal,avg_hourly_earnings_real,job_openings_thousands,total_nonfarm_employment,civilian_labor_force_thousands,wage_p10,wage_p50,wage_p90,fed_tax_revenue_pct_gdp,wage_growth_yoy,labor_market_tightness,gini_coefficient,avg_federal_tax_rate_pct,redist_eitc,redist_snap,redist_medicaid,redist_ui,workers_affected,days_idle,civil_unrest_events,protest_intensity_score
1988-12-31,5.4,5.333333333333333,66.10000000000001,,10.183333333333332,,106597.0,122488.33333333333,1520.0,6853.0,29013.0,1810.921,,,0.38825728809446775,13.21,33.004839999999994,11.3270795,392.28125,16.121,2500.0,2879500.0,0.0,0.5000102050535425
1989-03-31,4.1,5.2,66.36666666666666,,10.26,,107403.0,123250.66666666667,1833.0,7330.0,31323.0,1844.66,,,0.38825728809446775,13.12,33.004839999999994,11.669780000000001,392.28125,17.223,2500.0,2879500.0,0.0,0.5000101419329713
1989-06-30,3.1,5.233333333333333,66.39999999999999,,10.303333333333333,,107910.33333333333,123678.0,1833.0,7330.0,31323.0,1882.377,,,0.38825728809446775,13.12,33.004839999999994,11.669780000000001,392.28125,17.223,2500.0,2879500.0,0.0,0.5000101068904736
1989-09-30,3.0,5.233333333333333,66.46666666666667,,10.386666666666667,,108186.0,124025.66666666667,1833.0,7330.0,31323.0,1914.589,,,0.38825728809446775,13.12,33.004839999999994,11.669780000000001,392.28125,17.223,2500.0,2879500.0,0.0,0.5000100785590079
1989-12-31,0.8,5.366666666666667,66.53333333333333,,10.453333333333333,,108688.0,124448.33333333333,1833.0,7330.0,31323.0,1946.345,,,0.38825728809446775,13.12,33.004839999999994,11.669780000000001,392.28125,17.223,2500.0,2879500.0,0.0,0.5000100443289719
1990-03-31,4.4,5.3,66.73333333333333,,10.62,,109424.0,125781.33333333333,1754.0,7356.0,32262.0,1998.201,,,0.38825728809446775,12.95,33.004839999999994,14.142790000000002,392.28125,21.26,2500.0,2879500.0,3.0,0.5000099378816146
1990-06-30,1.5,5.333333333333333,66.53333333333333,,10.733333333333334,,109784.0,125705.0,1754.0,7356.0,32262.0,2033.14,,,0.38825728809446775,12.95,33.004839999999994,14.142790000000002,392.28125,21.26,2500.0,2879500.0,3.0,0.500009943916312
1990-09-30,0.3,5.7,66.46666666666667,,10.823333333333332,,109648.0,125871.33333333333,1754.0,7356.0,32262.0,2059.882,,,0.38825728809446775,12.95,33.004839999999994,14.142790000000002,392.28125,21.26,2500.0,2879500.0,3.0,0.5000099307758716
1990-12-31,-3.6,6.133333333333333,66.4,,10.913333333333334,,109255.66666666667,126069.0,1754.0,7356.0,32262.0,2130.473,,,0.38825728809446775,12.95,33.004839999999994,14.142790000000002,392.28125,21.26,2500.0,2879500.0,3.0,0.5000099152051655
1991-03-31,-1.9,6.6000000000000005,66.23333333333333,,10.979999999999999,,108787.0,126071.0,1764.0,7788.0,34000.0,2069.787,,,0.38825728809446775,12.75,33.004839999999994,17.31577,392.28125,30.304,2500.0,2879500.0,4.0,0.5000099150478698
1991-06-30,3.2,6.833333333333333,66.26666666666667,,11.090000000000002,,108311.0,126351.66666666667,1764.0,7788.0,34000.0,2147.775,,,0.38825728809446775,12.75,33.004839999999994,17.31577,392.28125,30.304,2500.0,2879500.0,4.0,0.5000098930234399
1991-09-30,2.0,6.866666666666667,66.10000000000001,,11.186666666666667,,108308.33333333333,126318.0,1764.0,7788.0,34000.0,2209.802,,,0.38825728809446775,12.75,33.004839999999994,17.31577,392.28125,30.304,2500.0,2879500.0,4.0,0.5000098956601593
1991-12-31,1.4,7.1000000000000005,66.06666666666666,,11.26,,108330.33333333333,126669.0,1764.0,7788.0,34000.0,2239.204,,,0.38825728809446775,12.75,33.004839999999994,17.31577,392.28125,30.304,2500.0,2879500.0,4.0,0.5000098682392693
1992-03-31,4.9,7.366666666666667,66.3,,11.286666666666667,,108348.0,127357.33333333333,1701.0,6974.0,32734.0,2294.835,,,0.38825728809446775,12.94,33.004839999999994,20.90568,392.28125,43.067,2500.0,2879500.0,5.0,0.5000098149039972
1992-06-30,4.4,7.6000000000000005,66.60000000000001,,11.386666666666665,,108622.66666666667,128139.66666666667,1701.0,6974.0,32734.0,2326.569,,,0.38825728809446775,12.94,33.004839999999994,20.90568,392.28125,43.067,2500.0,2879500.0,5.0,0.5000097549808933
1992-09-30,4.0,7.633333333333333,66.60000000000001,,11.446666666666667,,108886.66666666667,128559.0,1701.0,6974.0,32734.0,2355.714,,,0.38825728809446775,12.94,33.004839999999994,20.90568,392.28125,43.067,2500.0,2879500.0,5.0,0.5000097231621279
1992-12-31,4.2,7.366666666666667,66.26666666666667,,11.49,,109308.0,128340.33333333333,1701.0,6974.0,32734.0,2379.825,,,0.38825728809446775,12.94,33.004839999999994,20.90568,392.28125,43.067,2500.0,2879500.0,5.0,0.5000097397284824
1993-03-31,0.7,7.133333333333333,66.2,,11.566666666666668,,109947.0,128485.33333333333,1823.0,7169.0,34615.0,2383.921,,,0.38825728809446775,13.32,33.004839999999994,22.00603,392.28125,38.254,181900.0,3597800.0,0.0,0.500707862894857
1993-06-30,2.3,7.066666666666666,66.33333333333333,,11.653333333333334,,110537.66666666667,129086.33333333333,1823.0,7169.0,34615.0,2398.115,,,0.38825728809446775,13.32,33.004839999999994,22.00603,392.28125,38.254,181900.0,3597800.0,0.0,0.5007045672276177
1993-09-30,1.9,6.8,66.33333333333333,,11.723333333333334,,111234.0,129428.0,1823.0,7169.0,34615.0,2423.514,,,0.38825728809446775,13.32,33.004839999999994,22.00603,392.28125,38.254,181900.0,3597800.0,0.0,0.500702707296721
1993-12-31,5.6,6.633333333333333,66.33333333333333,,11.833333333333334,,112015.33333333333,129741.66666666667,1823.0,7169.0,34615.0,2445.454,,,0.38825728809446775,13.32,33.004839999999994,22.00603,392.28125,38.254,181900.0,3597800.0,0.0,0.5007010084141563
1994-03-31,3.9,6.566666666666666,66.56666666666666,,11.94,,112876.0,130555.0,2023.0,7778.0,35282.0,2429.86,,,0.38825728809446775,13.5,33.004839999999994,22.74858,392.28125,27.36,324500.0,7948100.0,0.0,0.501242771245835
1994-06-30,5.5,6.2,66.5,,11.979999999999999,,113916.66666666667,130653.66666666667,2023.0,7778.0,35282.0,2460.32,,,0.38825728809446775,13.5,33.004839999999994,22.74858,392.28125,27.36,324500.0,7948100.0,0.0,0.5012418327333586
1994-09-30,2.4,6.0,66.53333333333333,,12.06,,114918.66666666667,131116.0,2023.0,7778.0,35282.0,2508.239,,,0.38825728809446775,13.5,33.004839999999994,22.74858,392.28125,27.36,324500.0,7948100.0,0.0,0.5012374538576527
1994-12-31,4.7,5.633333333333333,66.7,,12.143333333333333,,115832.66666666667,131862.0,2023.0,7778.0,35282.0,2544.703,,,0.38825728809446775,13.5,33.004839999999994,22.74858,392.28125,27.36,324500.0,7948100.0,0.0,0.5012304530494002
1995-03-31,1.4,5.466666666666666,66.76666666666667,,12.226666666666667,,116702.33333333333,132087.0,1864.0,8154.0,37267.0,2582.422,,,0.38825728809446775,13.86,33.004839999999994,22.76407,392.28125,25.432,190300.0,3476900.0,0.0,0.5007203585515607
1995-06-30,1.2,5.666666666666667,66.63333333333334,,12.276666666666666,,117134.33333333333,132130.0,1864.0,8154.0,37267.0,2610.521,,,0.38825728809446775,13.86,33.004839999999994,22.76407,392.28125,25.432,190300.0,3476900.0,0.0,0.5007201241201846
1995-09-30,3.5,5.666666666666667,66.6,,12.4,,117633.66666666667,132430.0,1864.0,8154.0,37267.0,2598.783,,,0.38825728809446775,13.86,33.004839999999994,22.76407,392.28125,25.432,190300.0,3476900.0,0.0,0.5007184927886431
1995-12-31,2.7,5.566666666666666,66.5,,12.456666666666665,,118172.0,132613.66666666666,1864.0,8154.0,37267.0,2615.396,,,0.38825728809446775,13.86,33.004839999999994,22.76407,392.28125,25.432,190300.0,3476900.0,0.0,0.5007174976938022
1996-03-31,3.0,5.533333333333334,66.53333333333333,,12.553333333333333,,118682.33333333333,132916.0,1989.0,8084.0,38665.0,2669.979,,,0.38825728809446775,14.34,33.004839999999994,22.44011,392.28125,26.014,272700.0,5246100.0,5.0,0.5010258358662614
1996-06-30,6.8,5.5,66.7,,12.716666666666667,,119475.0,133591.0,1989.0,8084.0,38665.0,2695.197,,,0.38825728809446775,14.34,33.004839999999994,22.44011,392.28125,26.014,272700.0,5246100.0,5.0,0.501020652588872
1996-09-30,3.6,5.266666666666667,66.83333333333333,,12.823333333333332,,120205.66666666667,134284.33333333334,1989.0,8084.0,38665.0,2701.8,,,0.38825728809446775,14.34,33.004839999999994,22.44011,392.28125,26.014,272700.0,5246100.0,5.0,0.5010153827823052
1996-12-31,4.2,5.333333333333333,67.0,,12.886666666666665,,120918.33333333333,135013.66666666666,1989.0,8084.0,38665.0,2720.879,,,0.38825728809446775,14.34,33.004839999999994,22.44011,392.28125,26.014,272700.0,5246100.0,5.0,0.5010098977634363
1997-03-31,2.6,5.233333333333333,67.0,,13.006666666666666,,121673.33333333333,135582.33333333334,2318.0,8896.0,40592.0,2740.531,,,0.38825728809446775,14.48,33.004839999999994,19.54886,392.28125,23.703,338600.0,3527900.0,0.0,0.5012486877592214
1997-06-30,6.8,5.0,67.1,,13.06,,122555.0,136115.33333333334,2318.0,8896.0,40592.0,2741.552,,,0.38825728809446775,14.48,33.004839999999994,19.54886,392.28125,23.703,338600.0,3527900.0,0.0,0.5012437981515675
1997-09-30,5.1,4.866666666666667,67.16666666666667,,13.146666666666667,,123258.66666666667,136590.0,2318.0,8896.0,40592.0,2784.966,,,0.38825728809446775,14.48,33.004839999999994,19.54886,392.28125,23.703,338600.0,3527900.0,0.0,0.5012394758034995
1997-12-31,3.5,4.666666666666667,67.16666666666667,,13.323333333333332,,124232.66666666667,136916.33333333334,2318.0,8896.0,40592.0,2822.362,,,0.38825728809446775,14.48,33.004839999999994,19.54886,392.28125,23.703,338600.0,3527900.0,0.0,0.5012365215740027
1998-03-31,4.1,4.633333333333333,67.1,,13.386666666666665,,124996.0,137147.66666666666,2478.0,9158.0,42376.0,2809.434,,,0.38825728809446775,14.42,33.004839999999994,16.890490000000003,392.28125,23.395,386800.0,6692100.0,2.0,0.5014101588798449
1998-06-30,3.8,4.3999999999999995,67.0,,13.423333333333332,,125788.66666666667,137325.66666666666,2478.0,9158.0,42376.0,2837.501,,,0.38825728809446775,14.42,33.004839999999994,16.890490000000003,392.28125,23.395,386800.0,6692100.0,2.0,0.5014083310476071
1998-09-30,5.1,4.533333333333333,67.06666666666666,,13.44,,126500.66666666667,137814.66666666666,2478.0,9158.0,42376.0,2866.201,,,0.38825728809446775,14.42,33.004839999999994,16.890490000000003,392.28125,23.395,386800.0,6692100.0,2.0,0.5014033339460725
1998-12-31,6.6,4.433333333333334,67.16666666666667,,13.543333333333331,,127255.33333333333,138431.33333333334,2478.0,9158.0,42376.0,2909.222,,,0.38825728809446775,14.42,33.004839999999994,16.890490000000003,392.28125,23.395,386800.0,6692100.0,2.0,0.5013970825487486
1999-03-31,3.8,4.3,67.13333333333334,,13.636666666666665,,128016.66666666667,138900.0,2431.0,9427.0,44725.0,2931.044,,,0.38825728809446775,14.85,33.004839999999994,15.7694,392.28125,24.357,72600.0,961000.0,1.0,0.5002613390928726
1999-06-30,3.4,4.266666666666667,67.1,,13.799999999999999,,128830.66666666667,139131.66666666666,2431.0,9427.0,44725.0,2959.52,,,0.38825728809446775,14.85,33.004839999999994,15.7694,392.28125,24.357,72600.0,961000.0,1.0,0.5002609039399131
1999-09-30,5.4,4.233333333333333,67.03333333333333,,13.946666666666667,,129588.33333333333,139497.0,2431.0,9427.0,44725.0,3004.028,,,0.38825728809446775,14.85,33.004839999999994,15.7694,392.28125,24.357,72600.0,961000.0,1.0,0.5002602206499065
1999-12-31,6.7,4.066666666666666,67.06666666666666,,14.020000000000001,,130475.66666666667,139991.0,2431.0,9427.0,44725.0,3086.823,,,0.38825728809446775,14.85,33.004839999999994,15.7694,392.28125,24.357,72600.0,961000.0,1.0,0.5002593023837246
2000-03-31,1.5,4.033333333333333,67.3,,14.143333333333333,,131245.0,142385.66666666666,2524.0,10161.0,45767.0,3074.397,,,0.38825728809446775,15.26,33.004839999999994,14.983319999999999,392.28125,23.913,393700.0,19911500.0,0.0,0.5013825127529222
2000-06-30,7.5,3.9333333333333336,67.16666666666667,,14.25,,132017.33333333334,142576.66666666666,2524.0,10161.0,45767.0,3129.768,,,0.38825728809446775,15.26,33.004839999999994,14.983319999999999,392.28125,23.913,393700.0,19911500.0,0.0,0.5013806606971688
2000-09-30,0.4,4.0,66.9,,14.363333333333335,,132266.33333333334,142436.66666666666,2524.0,10161.0,45767.0,3152.254,,,0.38825728809446775,15.26,33.004839999999994,14.983319999999999,392.28125,23.913,393700.0,19911500.0,0.0,0.5013820177388781
2000-12-31,2.4,3.9,66.89999999999999,,14.5,3.7,132541.33333333334,142944.0,2524.0,10161.0,45767.0,3210.083,,0.0007157902556570645,0.38825728809446775,15.26,33.004839999999994,14.983319999999999,392.28125,23.913,393700.0,19911500.0,0.0,0.501377112715469
2001-03-31,-1.3,4.233333333333333,67.16666666666667,,14.540000000000001,3.6666666666666665,132747.33333333334,143808.33333333334,2885.0,11495.0,48742.0,3280.819,,0.000652473922100229,0.38825728809446775,14.47,33.004839999999994,15.54739,392.28125,35.665,99100.0,1143200.0,0.0,0.5003445558324159
2001-06-30,2.5,4.3999999999999995,66.76666666666667,,14.686666666666667,3.266666666666667,132388.66666666666,143414.66666666666,2885.0,11495.0,48742.0,3358.217,,0.0005607913888078859,0.38825728809446775,14.47,33.004839999999994,15.54739,392.28125,35.665,99100.0,1143200.0,0.0,0.5003455016223353
2001-09-30,-1.6,4.833333333333333,66.7,,14.853333333333333,3.1,131985.33333333334,143642.33333333334,2885.0,11495.0,48742.0,3377.367,,0.00048594741108468683,0.38825728809446775,14.47,33.004839999999994,15.54739,392.28125,35.665,99100.0,1143200.0,0.0,0.5003449540177338
2001-12-31,1.1,5.5,66.7,,14.956666666666669,2.733333333333333,131193.0,144210.33333333334,2885.0,11495.0,48742.0,3436.53,,0.0003788080895853414,0.38825728809446775,14.47,33.004839999999994,15.54739,392.28125,35.665,99100.0,1143200.0,0.0,0.50034359535031
2002-03-31,3.4,5.7,66.63333333333333,,15.103333333333333,2.6666666666666665,130772.66666666667,144339.0,2949.0,11986.0,50557.0,3508.647,,0.00035774773829643923,0.38825728809446775,13.28,33.004839999999994,18.2562,392.28125,57.442,45900.0,646400.0,2.0,0.5001590006858853
2002-06-30,2.5,5.833333333333333,66.66666666666667,,15.226666666666667,2.566666666666667,130640.66666666667,144823.66666666666,2949.0,11986.0,50557.0,3554.587,,0.00033680171054444513,0.38825728809446775,13.28,33.004839999999994,18.2562,392.28125,57.442,45900.0,646400.0,2.0,0.5001584685744273
2002-09-30,1.6,5.733333333333333,66.60000000000001,,15.336666666666666,2.533333333333333,130555.66666666667,145121.33333333334,2949.0,11986.0,50557.0,3598.998,,0.00033844602566691527,0.38825728809446775,13.28,33.004839999999994,18.2562,392.28125,57.442,45900.0,646400.0,2.0,0.500158143530471
2002-12-31,0.5,5.866666666666667,66.43333333333334,,15.496666666666668,2.533333333333333,130566.0,145140.33333333334,2949.0,11986.0,50557.0,3681.871,,0.00033072789379944375,0.38825728809446775,13.28,33.004839999999994,18.2562,392.28125,57.442,45900.0,646400.0,2.0,0.5001581228282512
2003-03-31,2.1,5.866666666666667,66.36666666666667,,15.616666666666667,2.433333333333333,130416.33333333333,146019.66666666666,2997.0,12620.0,52022.0,3744.177,,0.00031803740886703394,0.38825728809446775,12.11,33.004839999999994,21.40428,392.28125,56.939,129200.0,6421100.0,1.0,0.5004424061599009
2003-06-30,3.6,6.133333333333333,66.43333333333334,,15.68,2.433333333333333,130185.33333333333,146676.66666666666,2997.0,12620.0,52022.0,3808.76,,0.00030474948312261184,0.38825728809446775,12.11,33.004839999999994,21.40428,392.28125,56.939,129200.0,6421100.0,1.0,0.5004404245165103
2003-09-30,6.8,6.133333333333333,66.13333333333333,,15.79,2.3000000000000003,130196.33333333333,146486.66666666666,2997.0,12620.0,52022.0,3839.406,,0.0002880265445263436,0.38825728809446775,12.11,33.004839999999994,21.40428,392.28125,56.939,129200.0,6421100.0,1.0,0.5004409957675329
2003-12-31,4.7,5.833333333333333,66.03333333333333,,15.883333333333333,2.5,130502.66666666667,146815.0,2997.0,12620.0,52022.0,3869.703,,0.00032840051434818336,0.38825728809446775,12.11,33.004839999999994,21.40428,392.28125,56.939,129200.0,6421100.0,1.0,0.5004400095358104
2004-03-31,2.3,5.7,66.03333333333333,,15.979999999999999,2.6,130905.66666666667,146831.66666666666,3459.0,14647.0,55014.0,3947.702,,0.00034844966034869356,0.38825728809446775,12.31,33.004839999999994,24.61889,392.28125,41.352,174700.0,1572400.0,5.0,0.5005948989205325
2004-06-30,3.1,5.599999999999999,66.0,,16.08,2.6,131634.33333333334,147125.0,3459.0,14647.0,55014.0,3982.852,,0.0003527086760184509,0.38825728809446775,12.31,33.004839999999994,24.61889,392.28125,41.352,174700.0,1572400.0,5.0,0.5005937128292268
2004-09-30,3.8,5.433333333333334,65.96666666666665,,16.206666666666667,2.733333333333333,131960.66666666666,147557.0,3459.0,14647.0,55014.0,4050.203,,0.0003812253282512794,0.38825728809446775,12.31,33.004839999999994,24.61889,392.28125,41.352,174700.0,1572400.0,5.0,0.5005919746267544
2004-12-31,4.1,5.433333333333334,65.93333333333334,,16.30666666666667,2.8333333333333335,132520.66666666666,148004.66666666666,3459.0,14647.0,55014.0,4093.92,,0.00039350269339476874,0.38825728809446775,12.31,33.004839999999994,24.61889,392.28125,41.352,174700.0,1572400.0,5.0,0.5005901840932944
2005-03-31,4.5,5.3,65.86666666666667,,16.42,2.8666666666666667,132989.66666666666,148261.33333333334,3699.0,15560.0,57077.0,4201.029,,0.00040670866895271623,0.38825728809446775,12.65,33.004839999999994,28.567880000000002,392.28125,35.313,98800.0,2190000.0,3.0,0.5003331954386848
2005-06-30,2.0,5.1000000000000005,66.1,,16.51,2.9,133719.0,149141.66666666666,3699.0,15560.0,57077.0,4240.85,,0.00042524057985805465,0.38825728809446775,12.65,33.004839999999994,28.567880000000002,392.28125,35.313,98800.0,2190000.0,3.0,0.5003312286975471
2005-09-30,3.2,4.966666666666667,66.13333333333333,,16.599999999999998,3.0666666666666664,134451.33333333334,149721.66666666666,3699.0,15560.0,57077.0,4375.914,,0.00045923654985164156,0.38825728809446775,12.65,33.004839999999994,28.567880000000002,392.28125,35.313,98800.0,2190000.0,3.0,0.5003299455656607
2005-12-31,2.2,4.966666666666667,66.03333333333333,,16.683333333333334,3.0666666666666664,134932.33333333334,150032.0,3699.0,15560.0,57077.0,4393.619,,0.00045759948648052984,0.38825728809446775,12.65,33.004839999999994,28.567880000000002,392.28125,35.313,98800.0,2190000.0,3.0,0.5003292630905407
2006-03-31,5.5,4.733333333333333,66.10000000000001,20.04,16.7,3.1999999999999997,135732.66666666666,150556.0,4067.0,16579.0,60343.0,4456.559,,0.0004980793162256463,0.38825728809446775,12.8,33.004839999999994,30.18735,392.28125,34.172,69300.0,1790600.0,1.0,0.5002301469220755
2006-06-30,1.0,4.633333333333333,66.13333333333333,20.173333333333332,16.763333333333332,3.3000000000000003,136265.33333333334,151101.33333333334,4067.0,16579.0,60343.0,4508.744,,0.0005226789517221339,0.38825728809446775,12.8,33.004839999999994,30.18735,392.28125,34.172,69300.0,1790600.0,1.0,0.5002293163087024
2006-09-30,0.6,4.633333333333334,66.13333333333333,20.336666666666666,16.816666666666666,3.233333333333333,136682.33333333334,151585.0,4067.0,16579.0,60343.0,4557.261,,0.0005105573702175884,0.38825728809446775,12.8,33.004839999999994,30.18735,392.28125,34.172,69300.0,1790600.0,1.0,0.500228584622489
2006-12-31,3.5,4.433333333333334,66.3,20.496666666666666,16.94666666666667,3.266666666666667,137050.66666666666,152393.0,4067.0,16579.0,60343.0,4555.974,,0.0005376421167328564,0.38825728809446775,12.8,33.004839999999994,30.18735,392.28125,34.172,69300.0,1790600.0,1.0,0.50022737264835
2007-03-31,1.2,4.5,66.3,20.66333333333333,17.053333333333335,3.3666666666666667,137605.33333333334,153059.33333333334,4538.0,17273.0,61019.0,4747.079,3.1104457751164327,0.000543691243664113,0.38825728809446775,12.9,33.004839999999994,30.37327,392.28125,36.479,189200.0,1458300.0,3.0,0.50061806096982
2007-06-30,2.5,4.5,65.96666666666667,20.86,17.243333333333332,3.3333333333333335,137969.66666666666,152715.33333333334,4538.0,17273.0,61019.0,4792.841,3.4038334434897566,0.0005368866640305532,0.38825728809446775,12.9,33.004839999999994,30.37327,392.28125,36.479,189200.0,1458300.0,3.0,0.5006194531874119
2007-09-30,2.3,4.666666666666667,65.93333333333334,20.993333333333336,17.33666666666667,3.233333333333333,138052.0,153072.33333333334,4538.0,17273.0,61019.0,4859.514,3.2289788559252797,0.0005018812786900173,0.38825728809446775,12.9,33.004839999999994,30.37327,392.28125,36.479,189200.0,1458300.0,3.0,0.5006180084796512
2007-12-31,2.5,4.8,65.93333333333334,21.113333333333333,17.41,3.233333333333333,138286.66666666666,153645.33333333334,4538.0,17273.0,61019.0,4934.382,3.0086192876890516,0.00048711211814427355,0.38825728809446775,12.9,33.004839999999994,30.37327,392.28125,36.479,189200.0,1458300.0,3.0,0.5006157036985612
2008-03-31,-1.7,5.0,66.10000000000001,21.273333333333333,17.563333333333333,3.0666666666666664,138326.33333333334,153874.66666666666,4351.0,17115.0,62311.0,4991.989,2.952089046620432,0.0004433959308784299,0.38825728809446775,12.54,33.004839999999994,34.6084,392.28125,55.422,72200.0,1649600.0,3.0,0.5002346065195917
2008-06-30,2.4,5.333333333333333,66.03333333333333,21.456666666666667,17.686666666666667,2.8333333333333335,137863.66666666666,154128.33333333334,4351.0,17115.0,62311.0,5366.788,2.8603387663790336,0.0003853444586560153,0.38825728809446775,12.54,33.004839999999994,34.6084,392.28125,55.422,72200.0,1649600.0,3.0,0.5002342204007483
2008-09-30,-2.1,6.0,66.06666666666666,21.676666666666666,17.80666666666667,2.533333333333333,137156.0,154560.0,4351.0,17115.0,62311.0,5236.25,3.255001587805628,0.0003078408689537623,0.38825728809446775,12.54,33.004839999999994,34.6084,392.28125,55.422,72200.0,1649600.0,3.0,0.500233566252588
2008-12-31,-8.5,6.866666666666667,65.89999999999999,21.856666666666666,17.946666666666665,2.3333333333333335,135559.66666666666,154723.33333333334,4351.0,17115.0,62311.0,5452.409,3.520682033470157,0.00025066882620645655,0.38825728809446775,12.54,33.004839999999994,34.6084,392.28125,55.422,72200.0,1649600.0,3.0,0.500233319688907
2009-03-31,-4.5,8.266666666666667,65.7,21.99666666666667,18.07,2.0,133297.0,154293.66666666666,4207.0,16287.0,61519.0,5533.429,3.400188028831108,0.0001815010719453309,0.38825728809446775,11.39,33.004839999999994,50.359919999999995,392.28125,145.391,12500.0,124100.0,2.0,0.5000405071713896
2009-06-30,-0.7,9.299999999999999,65.7,22.12,18.156666666666666,1.8333333333333333,131432.0,154657.33333333334,4207.0,16287.0,61519.0,5680.717,3.091502252602152,0.0001499882954588344,0.38825728809446775,11.39,33.004839999999994,50.359919999999995,392.28125,145.391,12500.0,124100.0,2.0,0.500040411921409
2009-09-30,1.4,9.633333333333333,65.33333333333333,22.22666666666667,18.34,1.8,130460.0,154212.0,4207.0,16287.0,61519.0,5641.212,2.5372904813163455,0.00014322490500740792,0.38825728809446775,11.39,33.004839999999994,50.359919999999995,392.28125,145.391,12500.0,124100.0,2.0,0.5000405286229347
2009-12-31,4.4,9.933333333333334,64.86666666666666,22.34,18.400000000000002,1.8666666666666665,129975.33333333333,153591.0,4207.0,16287.0,61519.0,5693.132,2.211377154186378,0.00014458086643664308,0.38825728809446775,11.39,33.004839999999994,50.359919999999995,392.28125,145.391,12500.0,124100.0,2.0,0.5000406924884921
2010-03-31,1.9,9.833333333333334,64.86666666666667,22.439999999999998,18.453333333333333,2.033333333333333,129791.33333333333,153710.66666666666,3856.0,15419.0,59928.0,5804.973,2.0154568874071632,0.00015931700191868162,0.38825728809446775,11.81,33.004839999999994,64.70216,392.28125,154.779,44500.0,302300.0,1.0,0.5001447524786828
2010-06-30,3.9,9.633333333333333,64.89999999999999,22.51,18.55,2.2333333333333334,130424.0,154109.66666666666,3856.0,15419.0,59928.0,5872.568,1.7631103074141175,0.00017775402535929132,0.38825728809446775,11.81,33.004839999999994,64.70216,392.28125,154.779,44500.0,302300.0,1.0,0.5001443777050542
2010-09-30,3.1,9.466666666666667,64.63333333333333,22.626666666666665,18.663333333333334,2.2333333333333334,130390.33333333333,153917.33333333334,3856.0,15419.0,59928.0,5825.414,1.7996400719855865,0.00018093020159297071,0.38825728809446775,11.81,33.004839999999994,64.70216,392.28125,154.779,44500.0,302300.0,1.0,0.5001445581177775
2010-12-31,2.1,9.5,64.43333333333334,22.74,18.756666666666664,2.3666666666666667,130733.0,153803.33333333334,3856.0,15419.0,59928.0,5834.795,1.7905102954342,0.00019055847186061963,0.38825728809446775,11.81,33.004839999999994,64.70216,392.28125,154.779,44500.0,302300.0,1.0,0.5001446652651654
2011-03-31,-0.9,9.033333333333333,64.16666666666667,22.87,18.896666666666665,2.3666666666666667,131059.0,153284.33333333334,3525.0,15739.0,61027.0,5848.011,1.916221033868104,0.00019990433310661552,0.38825728809446775,12.54,33.004839999999994,71.81092,392.28125,111.81,112500.0,1366300.0,61.0,0.5003669650953674
2011-06-30,2.7,9.066666666666666,64.10000000000001,22.959999999999997,18.906666666666666,2.466666666666667,131743.66666666666,153456.0,3525.0,15739.0,61027.0,5906.473,1.9991115059973197,0.00020650618766954908,0.38825728809446775,12.54,33.004839999999994,71.81092,392.28125,111.81,112500.0,1366300.0,61.0,0.5003665545824211
2011-09-30,-0.1,9.0,64.10000000000001,23.093333333333334,18.91,2.6666666666666665,132153.66666666666,153726.33333333334,3525.0,15739.0,61027.0,5852.868,2.0624631703005436,0.00022420588377895656,0.38825728809446775,12.54,33.004839999999994,71.81092,392.28125,111.81,112500.0,1366300.0,61.0,0.5003659099828917
2011-12-31,4.6,8.633333333333333,64.06666666666666,23.19666666666667,18.973333333333333,2.6999999999999997,132710.33333333334,154028.0,3525.0,15739.0,61027.0,5879.568,2.0082087364409418,0.00023565709231984901,0.38825728809446775,12.54,33.004839999999994,71.81092,392.28125,111.81,112500.0,1366300.0,61.0,0.5003651933414703
2012-03-31,3.4,8.266666666666667,63.76666666666667,23.3,19.01,2.766666666666667,133501.0,154600.33333333334,3858.0,16025.0,62255.0,5835.721,1.8801923917796337,0.0002506928182971204,0.38825728809446775,13.11,33.004839999999994,74.61934,392.28125,88.443,148100.0,784700.0,41.0,0.5004789769750388
2012-06-30,1.8,8.2,63.73333333333333,23.42,19.066666666666666,2.7999999999999994,133923.33333333334,154831.33333333334,3858.0,16025.0,62255.0,5825.179,2.0034843205575026,0.0002549693217269679,0.38825728809446775,13.11,33.004839999999994,74.61934,392.28125,88.443,148100.0,784700.0,41.0,0.5004782623672211
2012-09-30,0.6,8.033333333333333,63.6,23.513333333333332,19.066666666666666,2.766666666666667,134337.66666666666,154957.0,3858.0,16025.0,62255.0,5834.166,1.8187066974595822,0.0002563676657445016,0.38825728809446775,13.11,33.004839999999994,74.61934,392.28125,88.443,148100.0,784700.0,41.0,0.5004778745071213
2012-12-31,0.5,7.8,63.699999999999996,23.636666666666667,19.11,2.8000000000000003,134856.0,155506.66666666666,3858.0,16025.0,62255.0,5872.55,1.8968242563586646,0.0002661908695010671,0.38825728809446775,13.11,33.004839999999994,74.61934,392.28125,88.443,148100.0,784700.0,41.0,0.5004761853725457
