,gdp_billions,unemployment_rate_pct,lfpr_pct,avg_hourly_earnings_nominal,avg_hourly_earnings_real,job_openings_thousands,total_nonfarm_employment,civilian_labor_force_thousands,wage_p10,wage_p50,wage_p90,fed_tax_revenue_pct_gdp,wage_growth_yoy,labor_market_tightness,gini_coefficient,avg_federal_tax_rate_pct,redist_eitc,redist_snap,redist_medicaid,redist_ui,workers_affected,days_idle,civil_unrest_events,protest_intensity_score
1971-03-31,1135.156,5.933333333333334,60.166666666666664,,3.3800000000000003,,70844.0,83676.0,,,,358.566,,,0.36912604644,,,11.3270795,5.1,6.653,2516.0,35538.0,3.0,0.2804674902346216
1971-06-30,1156.271,5.900000000000001,60.03333333333333,,3.43,,71179.0,83929.0,,,,373.206,,,0.36912604644,,,11.3270795,5.1,6.653,2516.0,35538.0,3.0,0.28008197689073017
1971-09-30,1177.675,6.033333333333334,60.13333333333333,,3.473333333333333,,71434.0,84581.33333333333,,,,377.132,,,0.36912604644,,,11.3270795,5.1,6.653,2516.0,35538.0,3.0,0.27909383411790184
1971-12-31,1190.297,5.933333333333334,60.300000000000004,,3.513333333333333,,71866.0,85318.33333333333,,,,383.306,,,0.36912604644,,,11.3270795,5.1,6.653,2516.0,35538.0,3.0,0.2779874705552184
1972-03-31,1230.609,5.766666666666667,60.300000000000004,,3.603333333333333,,72677.66666666667,86208.33333333333,,,,399.428,,,0.366573002391,,,11.3270795,5.1,6.683,975.0,16764.0,2.0,0.17229626089847971
1972-06-30,1266.369,5.7,60.4,,3.6666666666666665,,73463.0,86809.66666666667,,,,403.929,,,0.366573002391,,,11.3270795,5.1,6.683,975.0,16764.0,2.0,0.17150384632938698
1972-09-30,1290.566,5.566666666666666,60.46666666666667,,3.723333333333333,,74038.0,87350.66666666667,,,,404.908,,,0.366573002391,,,11.3270795,5.1,6.683,975.0,16764.0,2.0,0.17079646683000219
1972-12-31,1328.904,5.366666666666667,60.36666666666667,,3.8000000000000003,,74971.66666666667,87675.33333333333,,,,419.285,,,0.366573002391,,,11.3270795,5.1,6.683,975.0,16764.0,2.0,0.170374437653439
1973-03-31,1377.49,4.933333333333334,60.43333333333334,,3.8699999999999997,,75971.66666666667,88232.33333333333,,,,426.927,,,0.361088621314,,,11.3270795,5.1,5.249,1400.0,16260.0,3.0,0.19216516564516112
1973-06-30,1413.887,4.933333333333334,60.76666666666667,,3.93,,76663.33333333333,89181.0,,,,439.107,,,0.361088621314,,,11.3270795,5.1,5.249,1400.0,16260.0,3.0,0.19093861642390503
1973-09-30,1433.838,4.8,60.800000000000004,,4.003333333333334,,77119.0,89650.33333333333,,,,437.629,,,0.361088621314,,,11.3270795,5.1,5.249,1400.0,16260.0,3.0,0.19033745213057388
1973-12-31,1476.289,4.766666666666667,61.1,,4.07,,77852.66666666667,90579.0,,,,451.018,,,0.361088621314,,,11.3270795,5.1,5.249,1400.0,16260.0,3.0,0.1891587471997818
1974-03-31,1491.209,5.133333333333333,61.333333333333336,,4.126666666666666,,78216.66666666667,91379.0,,,,465.643,,,0.354752998991,,,11.3270795,5.1,7.785,1796.0,31809.0,0.0,0.23989513001671828
1974-06-30,1530.056,5.2,61.166666666666664,,4.236666666666667,,78511.66666666667,91583.66666666667,,,,477.348,,,0.354752998991,,,11.3270795,5.1,7.785,1796.0,31809.0,0.0,0.23961693724857383
1974-09-30,1560.026,5.633333333333333,61.333333333333336,,4.376666666666666,,78621.66666666667,92253.0,,,,507.012,,,0.354752998991,,,11.3270795,5.1,7.785,1796.0,31809.0,0.0,0.23871199007623142
1974-12-31,1599.679,6.6000000000000005,61.26666666666667,,4.496666666666667,,78182.33333333333,92688.0,,,,521.208,,,0.354752998991,,,11.3270795,5.1,7.785,1796.0,31809.0,0.0,0.2381278031422834
1975-03-31,1616.116,8.266666666666666,61.199999999999996,,4.583333333333333,,76953.0,93023.0,,,,550.065,,,0.356505292874,,1.25,11.3270795,13.0,18.933,965.0,17563.0,8.0,0.16523093925938476
1975-06-30,1651.853,8.866666666666667,61.333333333333336,,4.653333333333333,,76535.0,93619.33333333333,,,,571.863,,,0.356505292874,,1.25,11.3270795,13.0,18.933,965.0,17563.0,8.0,0.16450843274786192
1975-09-30,1709.82,8.466666666666667,61.26666666666667,,4.746666666666667,,77050.33333333333,94128.33333333333,,,,583.501,,,0.356505292874,,1.25,11.3270795,13.0,18.933,965.0,17563.0,8.0,0.16389605509264776
1975-12-31,1761.831,8.299999999999999,61.13333333333333,,4.83,,77747.33333333333,94308.66666666667,,,,600.049,,,0.356505292874,,1.25,11.3270795,13.0,18.933,965.0,17563.0,8.0,0.16368004102549452
1976-03-31,1820.487,7.733333333333333,61.29999999999999,,4.94,,78789.0,95049.0,,,,609.582,,,0.355619268479,,1.295,11.3270795,13.0,17.608,1519.0,23962.0,0.0,0.20834574352491708
1976-06-30,1852.332,7.566666666666666,61.53333333333333,,5.03,,79326.66666666667,95826.0,,,,606.867,,,0.355619268479,,1.295,11.3270795,13.0,17.608,1519.0,23962.0,0.0,0.2073735745143976
