Country,Country_OLD,Year,COW_Code_A,COW_Code_N,WordBank_Code_A,UN_Code_N,Region,PTS_A,PTS_H,PTS_S,NA_Status_A,NA_Status_H,NA_Status_S
"Korea, Republic of",South Korea (Republic of Korea),1980,ROK,732,KOR,410,eap,3,NA,3,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),1981,ROK,732,KOR,410,eap,3,NA,3,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),1982,ROK,732,KOR,410,eap,3,NA,3,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),1983,ROK,732,KOR,410,eap,4,NA,3,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),1984,ROK,732,KOR,410,eap,3,NA,3,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),1985,ROK,732,KOR,410,eap,3,NA,3,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),1986,ROK,732,KOR,410,eap,3,NA,3,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),1987,ROK,732,KOR,410,eap,3,NA,3,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),1988,ROK,732,KOR,410,eap,3,NA,2,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),1989,ROK,732,KOR,410,eap,3,NA,3,0,99,0
"Korea, Republic of",South Korea (Republic of Korea),1990,ROK,732,KOR,410,eap,3,NA,3,0,99,0
"Korea, Republic of",South Korea (Republic of Korea),1991,ROK,732,KOR,410,eap,3,NA,3,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),1992,ROK,732,KOR,410,eap,3,NA,3,0,99,0
"Korea, Republic of",South Korea (Republic of Korea),1993,ROK,732,KOR,410,eap,2,NA,2,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),1994,ROK,732,KOR,410,eap,3,NA,2,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),1995,ROK,732,KOR,410,eap,3,NA,2,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),1996,ROK,732,KOR,410,eap,3,NA,2,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),1997,ROK,732,KOR,410,eap,2,NA,2,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),1998,ROK,732,KOR,410,eap,2,NA,2,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),1999,ROK,732,KOR,410,eap,2,NA,2,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),2000,ROK,732,KOR,410,eap,2,NA,2,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),2001,ROK,732,KOR,410,eap,2,NA,2,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),2002,ROK,732,KOR,410,eap,3,NA,3,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),2003,ROK,732,KOR,410,eap,2,NA,2,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),2004,ROK,732,KOR,410,eap,2,NA,2,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),2005,ROK,732,KOR,410,eap,2,NA,1,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),2006,ROK,732,KOR,410,eap,2,NA,1,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),2007,ROK,732,KOR,410,eap,2,NA,2,0,99,0
"Korea, Republic of",South Korea (Republic of Korea),2008,ROK,732,KOR,410,eap,2,NA,2,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),2009,ROK,732,KOR,410,eap,3,NA,2,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),2010,ROK,732,KOR,410,eap,1,NA,1,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),2011,ROK,732,KOR,410,eap,1,NA,1,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),2012,ROK,732,KOR,410,eap,2,NA,1,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),2013,ROK,732,KOR,410,eap,NA,NA,1,88,88,0
"Korea, Republic of",South Korea (Republic of Korea),2014,ROK,732,KOR,410,eap,2,NA,2,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),2015,ROK,732,KOR,410,eap,1,NA,2,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),2016,ROK,732,KOR,410,eap,2,NA,2,0,88,0
"Korea, Republic of",South Korea (Republic of Korea),2017,ROK,732,KOR,410,eap,2,1,2,0,0,0
"Korea, Republic of",South Korea (Republic of Korea),2018,ROK,732,KOR,410,eap,NA,1,1,88,0,0
"Korea, Republic of",South Korea (Republic of Korea),2019,ROK,732,KOR,410,eap,1,1,2,0,0,0
"Korea, Republic of",South Korea (Republic of Korea),2020,ROK,732,KOR,410,eap,1,1,2,0,0,0
"Korea, Republic of",South Korea (Republic of Korea),2021,ROK,732,KOR,410,eap,1,1,2,0,0,0
"Korea, Republic of",South Korea (Republic of Korea),2022,ROK,732,KOR,410,eap,1,1,2,0,0,0
"Korea, Republic of",South Korea (Republic of Korea),2023,ROK,732,KOR,410,eap,1,1,1,0,0,0
"Korea, Republic of",South Korea (Republic of Korea),2024,ROK,732,KOR,410,eap,1,1,2,0,0,0
Poland,Poland,1976,POL,290,POL,616,eca,3,NA,NA,0,88,88
Poland,Poland,1977,POL,290,POL,616,eca,3,NA,NA,0,88,88
Poland,Poland,1978,POL,290,POL,616,eca,2,NA,NA,0,88,88
Poland,Poland,1979,POL,290,POL,616,eca,3,NA,2,0,88,0
Poland,Poland,1980,POL,290,POL,616,eca,3,NA,3,0,88,0
Poland,Poland,1981,POL,290,POL,616,eca,3,NA,2,0,88,0
Poland,Poland,1982,POL,290,POL,616,eca,3,NA,3,0,88,0
Poland,Poland,1983,POL,290,POL,616,eca,3,NA,3,0,88,0
Poland,Poland,1984,POL,290,POL,616,eca,3,NA,3,0,88,0
Poland,Poland,1985,POL,290,POL,616,eca,3,NA,3,0,88,0
Poland,Poland,1986,POL,290,POL,616,eca,3,NA,3,0,88,0
Poland,Poland,1987,POL,290,POL,616,eca,3,NA,3,0,88,0
Poland,Poland,1988,POL,290,POL,616,eca,2,NA,2,0,88,0
Poland,Poland,1989,POL,290,POL,616,eca,2,NA,2,0,99,0
Poland,Poland,1990,POL,290,POL,616,eca,2,NA,2,0,88,0
Poland,Poland,1991,POL,290,POL,616,eca,2,NA,2,0,88,0
Poland,Poland,1992,POL,290,POL,616,eca,1,NA,2,0,88,0
Poland,Poland,1993,POL,290,POL,616,eca,1,NA,1,0,88,0
Poland,Poland,1994,POL,290,POL,616,eca,1,NA,1,0,88,0
Poland,Poland,1995,POL,290,POL,616,eca,1,NA,1,0,88,0
Poland,Poland,1996,POL,290,POL,616,eca,NA,NA,1,88,88,0
Poland,Poland,1997,POL,290,POL,616,eca,NA,NA,1,88,88,0
Poland,Poland,1998,POL,290,POL,616,eca,NA,NA,2,88,88,0
Poland,Poland,1999,POL,290,POL,616,eca,1,NA,2,0,88,0
Poland,Poland,2000,POL,290,POL,616,eca,2,NA,1,0,88,0
Poland,Poland,2001,POL,290,POL,616,eca,2,NA,1,0,88,0
Poland,Poland,2002,POL,290,POL,616,eca,NA,NA,2,88,88,0
Poland,Poland,2003,POL,290,POL,616,eca,1,NA,1,0,88,0
Poland,Poland,2004,POL,290,POL,616,eca,2,NA,2,0,88,0
Poland,Poland,2005,POL,290,POL,616,eca,1,NA,2,0,88,0
Poland,Poland,2006,POL,290,POL,616,eca,2,NA,1,0,88,0
Poland,Poland,2007,POL,290,POL,616,eca,2,NA,2,0,88,0
Poland,Poland,2008,POL,290,POL,616,eca,1,NA,2,0,88,0
Poland,Poland,2009,POL,290,POL,616,eca,1,NA,2,0,88,0
Poland,Poland,2010,POL,290,POL,616,eca,1,NA,2,0,88,0
Poland,Poland,2011,POL,290,POL,616,eca,1,NA,2,0,88,0
Poland,Poland,2012,POL,290,POL,616,eca,1,NA,2,0,88,0
Poland,Poland,2013,POL,290,POL,616,eca,NA,1,1,88,0,0
Poland,Poland,2014,POL,290,POL,616,eca,1,NA,1,0,88,0
Poland,Poland,2015,POL,290,POL,616,eca,1,NA,1,0,88,0
Poland,Poland,2016,POL,290,POL,616,eca,2,NA,1,0,88,0
Poland,Poland,2017,POL,290,POL,616,eca,2,NA,1,0,88,0
Poland,Poland,2018,POL,290,POL,616,eca,NA,NA,2,88,88,0
Poland,Poland,2019,POL,290,POL,616,eca,2,NA,1,0,88,0
Poland,Poland,2020,POL,290,POL,616,eca,2,2,2,0,0,0
Poland,Poland,2021,POL,290,POL,616,eca,2,2,2,0,0,0
Poland,Poland,2022,POL,290,POL,616,eca,2,2,2,0,0,0
Poland,Poland,2023,POL,290,POL,616,eca,2,2,2,0,0,0
Poland,Poland,2024,POL,290,POL,616,eca,2,2,1,0,0,0
